1	568600897.963328
z13mangadex	1-nen A-gumi no Monster	https://mangadex.org/title/24570/1-nen-a-gumi-no-monster	R	562172136.908174
z13mangadex	29 to JK	https://mangadex.org/title/24213/29-to-jk	R	555280184.617953
z13mangadex	3-Gatsu no Lion	https://mangadex.org/title/528/3-gatsu-no-lion	R	555522042.336031
z13mangadex	5Toubun no Hanayome	https://mangadex.org/title/20679/5toubun-no-hanayome	R	556660538.369904
z13mangadex	A Bitch and a Punk	https://mangadex.org/title/19121/a-bitch-and-a-punk	R	555526773.430860
z13mangadex	A Story About Treating a Female Knight, Who Has Never Been Treated as a Woman, as a Woman	https://mangadex.org/title/24249/a-story-about-treating-a-female-knight-who-has-never-been-treated-as-a-woman-as-a-woman	R	556660477.933305
z13mangadex	Act-Age	https://mangadex.org/title/23242/act-age	R	555513591.729896
z13mangadex	Adamasu no Majotachi	https://mangadex.org/title/29236/adamasu-no-majotachi	R	562605664.241187
z03mangahere	Again!!	http://www.mangahere.cc/manga/again/	R	528653868.945410
z13mangadex	Aharen-san wa Hakarenai	https://mangadex.org/title/21374/aharen-san-wa-hakarenai	R	555526967.236750
z13mangadex	Akagami no Shirayuki-hime	https://mangadex.org/title/999/akagami-no-shirayuki-hime	R	555527105.023259
z13mangadex	Alcohol is for Married Couples	https://mangadex.org/title/21428/alcohol-is-for-married-couples	R	556345076.581225
z13mangadex	Amano Megumi wa Suki Darake!	https://mangadex.org/title/18221/amano-megumi-wa-suki-darake	R	556660822.999492
z13mangadex	Ane Naru Mono	https://mangadex.org/title/18806/ane-naru-mono	R	555527235.998861
z06kissmanga	Ao no Exorcist	https://kissmanga.com/Manga/Ao-no-Exorcist	R	556685437.371914
z13mangadex	Ao no Flag	https://mangadex.org/title/21565/ao-no-flag	R	556661022.099745
z13mangadex	Arifureta Shokugyou de Sekai Saikyou	https://mangadex.org/title/18091/arifureta-shokugyou-de-sekai-saikyou	R	555527526.504377
z13mangadex	Arte	https://mangadex.org/title/17189/arte	R	565028809.058233
z13mangadex	Asami-sensei no Himitsu	https://mangadex.org/title/14301/asami-sensei-no-himitsu	R	555527565.178048
z13mangadex	Asoko de Hataraku Musubu-san	https://mangadex.org/title/28409/asoko-de-hataraku-musubu-san	R	555262225.051995
z03mangahere	Avatar: The Last Airbender – The Search	http://www.mangahere.cc/manga/avatar_the_last_airbender_the_search/	R	528657534.403893
z13mangadex	Baby, Kokoro no Mama ni!	https://mangadex.org/title/11412/baby-kokoro-no-mama-ni	R	555514263.405289
z13mangadex	Back Street Girls	https://mangadex.org/title/19435/back-street-girls	R	556684828.686383
z13mangadex	Ballroom e Youkoso	https://mangadex.org/title/10271/ballroom-e-youkoso	R	555527843.263809
z03mangahere	Barakamon	http://www.mangahere.cc/manga/barakamon/	R	528657570.584532
z13mangadex	Berserk	https://mangadex.org/title/607/berserk	R	555527982.618338
z13mangadex	Bijin Onna Joushi Takizawa-san	https://mangadex.org/title/19985/bijin-onna-joushi-takizawa-san	R	556661180.597446
z13mangadex	Birdmen	https://mangadex.org/title/9679/birdmen	R	555528215.789380
z13mangadex	Black Clover	https://mangadex.org/title/15016/black-clover	R	556662009.493232
z03mangahere	Black Torch	http://www.mangahere.cc/manga/black_torch/	R	534751180.070417
