3	568600876.721643
z13mangadex	Hero? I Quit A Long Time Ago.	51	568594281.183932	Y	568594281.183932	https://mangadex.org/title/23368/hero-i-quit-a-long-time-ago
z13mangadex	Boku no Kanojo ga Majime Sugiru Shojo Bitch na Ken	53	568594241.163256	Y	568594241.163256	https://mangadex.org/title/18577/boku-no-kanojo-ga-majime-sugiru-shojo-bitch-na-ken
z13mangadex	Re:Monster	49	568591716.847087	Y	568591716.847087	https://mangadex.org/title/12171/re-monster
z13mangadex	Saotome Shimai wa Manga no Tame nara!?	16	568591646.778003	Y	568591646.778003	https://mangadex.org/title/27929/saotome-shimai-wa-manga-no-tame-nara
z13mangadex	Star Martial God Technique	208	568577213.973075	Y	568577213.973075	https://mangadex.org/title/20068/star-martial-god-technique
z09mangatown	Wind Breaker	211	568566002.352927	Y	568566002.352927	http://m.mangatown.com/manga/wind_breaker
z13mangadex	Iron Ladies	113	568565664.437348	Y	568565664.437348	https://mangadex.org/title/32020/iron-ladies
z13mangadex	Maria Sensei wa Imouto Gachizei!	5	568565152.032928	Y	568565152.032928	https://mangadex.org/title/30410/maria-sensei-wa-imouto-gachizei
z13mangadex	Okusan	88	568564837.424887	Y	568564837.424887	https://mangadex.org/title/6260/okusan
z13mangadex	Buta Koushaku ni Tensei Shitakara, Kondo wa Kimi ni Suki to Iitai	9	568564700.132478	Y	568564700.132478	https://mangadex.org/title/24206/buta-koushaku-ni-tensei-shitakara-kondo-wa-kimi-ni-suki-to-iitai
z13mangadex	Yuragi-sou no Yuuna-san	142	568564479.326799	Y	568564479.326799	https://mangadex.org/title/18258/yuragi-sou-no-yuuna-san
z13mangadex	Karate Shoukoushi Kohinata Minoru	487	568564288.659331	Y	568564288.659331	https://mangadex.org/title/276/karate-shoukoushi-kohinata-minoru
z13mangadex	Shiota-sensei to Amai-chan	19	568530871.161897	Y	568530871.161897	https://mangadex.org/title/18359
z13mangadex	I Was Trash	31	568530776.706706	Y	568530776.706706	https://mangadex.org/title/31196/i-was-trash
z13mangadex	1-nen A-gumi no Monster	11	568530532.858906	Y	568530532.858906	https://mangadex.org/title/24570/1-nen-a-gumi-no-monster
z13mangadex	Koi Inu	158	568437811.558518	Y	568437811.558518	https://mangadex.org/title/15434/koi-inu
z13mangadex	Uzaki-chan wa Asobitai!	13.5	568437768.547764	Y	568437768.547764	https://mangadex.org/title/26293/uzaki-chan-wa-asobitai
z13mangadex	The Man Who Cleans Up Makeup	26	568436722.716962	Y	568436722.716962	https://mangadex.org/title/30641/the-man-who-cleans-up-makeup
z13mangadex	Koi to Uso	182	568418875.126071	Y	568418875.126071	https://mangadex.org/title/12983/koi-to-uso
z13mangadex	Yancha Gal no Anjo-san (Web)	19	568408934.874644	Y	568408934.874644	https://mangadex.org/title/23836/yancha-gal-no-anjo-san-web
z13mangadex	Yancha Gal no Anjo-san	28	568408887.939020	Y	568408887.939020	https://mangadex.org/title/26630/yancha-gal-no-anjo-san
z13mangadex	Orient	17	568394576.732772	Y	568394576.732772	https://mangadex.org/title/27243/orient
z13mangadex	Soushi Souai	36	568394278.734329	Y	568394278.734329	https://mangadex.org/title/16838/soushi-souai
z13mangadex	Golden Kamuy	185	568394165.980884	Y	568394165.980884	https://mangadex.org/title/16663/golden-kamuy
z13mangadex	Kishuku Gakkou no Juliet	65	568394045.163960	Y	568394045.163960	https://mangadex.org/title/15240/kishuku-gakkou-no-juliet
z13mangadex	Chitchai Senpai ga Kawaisugiru	4	568393917.884025	Y	568393917.884025	https://mangadex.org/title/32012/chitchai-senpai-ga-kawaisugiru
z13mangadex	Tensei Shitara Slime Datta Ken	50	568390680.207957	Y	568390680.207957	https://mangadex.org/title/15553/tensei-shitara-slime-datta-ken
