1	567811210.047136
z13mangadex	Kanojo, Okarishimasu	0	567799932.239441	L	https://mangadex.org/title/22151/kanojo-okarishimasu	567799932.239441
48		555950848.868175	555950848.868175
47		555950848.868175	555950848.868175
46		555950848.868175	555950848.868175
45		555950848.868175	555950848.868175
44		555950848.868175	555950848.868175
43		555950848.868175	555950848.868175
42		555950848.868175	555950848.868175
41		555950848.868175	555950848.868175
40		555950848.868175	555950848.868175
39		555950848.868175	555950848.868175
38		555950848.868175	555950848.868175
37		555950848.868175	555950848.868175
36		555950848.868175	555950848.868175
35		555950848.868175	555950848.868175
34		555950848.868175	555950848.868175
33		555950848.868175	555950848.868175
32		555950848.868175	555950848.868175
31		555950848.868175	555950848.868175
30		555950848.868175	555950848.868175
29		555950848.868175	555950848.868175
28		555950848.868175	555950848.868175
27		555950848.868175	555950848.868175
26		555950848.868175	555950848.868175
25		555950848.868175	555950848.868175
24		555950848.868175	555950848.868175
23		555950848.868175	555950848.868175
22		555950848.868175	555950848.868175
21		555950848.868175	555950848.868175
20		555950848.868175	555950848.868175
19		555950848.868175	555950848.868175
18		555950848.868175	555950848.868175
17		555950848.868175	555950848.868175
16		555950848.868175	555950848.868175
15		555950848.868175	555950848.868175
14		555950848.868175	555950848.868175
13		555950848.868175	555950848.868175
12		555950848.868175	555950848.868175
VOL2 11		555950848.868175	555950848.868175
11		555950848.868175	555950848.868175
10		555950848.868175	555950848.868175
9		555950848.868175	555950848.868175
8		555950848.868175	555950848.868175
7		555950848.868175	555950848.868175
6		555950848.868175	555950848.868175
5		555950848.868175	555950848.868175
4		555950848.868175	555950848.868175
3		555950848.868175	555950848.868175
2		555950848.868175	555950848.868175
1		555950848.868175	555950848.868175
49		555977504.460275	555977571.085877
50	021	555977571.453344	555977640.885148
51	020	556399260.549463	556399541.570979
52	024	556857588.738158	556857684.346638
53	021	557265854.999107	557265938.754593
54	020	557790174.856975	557790315.248145
55	021	558394285.512740	558394387.076276
56	023	559008782.695241	559013866.708456
57	020	559575284.136531	559575379.761451
58	021	560118182.052225	560118782.937823
59	022	560780472.326709	560780574.962236
60	020	561335667.097811	561335761.668994
61	022	561923953.653705	561924104.832937
62	020	562517951.489332	562518034.575118
63	021	563117688.800186	563117795.804744
64	019	563376324.857074	563376404.184534
65		563429886.341101	563429971.590100
66	020	563429972.124794	563430040.844452
64-2		563730312.270297	563730312.270297
VOL8 64		563755821.686196	563755821.686196
67	020	563893138.886316	563893235.010342
VOL8 66		564335113.165013	564335113.165013
VOL8 65		564335114.432175	564335114.432175
68	021	564601597.021738	564604565.656090
68-2		564932208.523564	564932208.523564
67-2		564932208.775010	564932208.775010
VOL8 68		564957931.098297	564957931.098297
VOL8 67		564957931.098297	564957931.098297
69	022	565104926.220385	565105006.141586
69-2	003	565296481.034741	565296485.836471
VOL8 69		565832981.181669	565832981.181669
70	020	565832987.553659	565833601.533097
71	020	566496353.568589	566496508.064138
0	001	567799932.239441	567799935.062178
72		567799851.070864	567799931.553908
